station_id,datetime,city,station_name,latitude,longitude,pm2_5,pm10,o3,no2,so2,co,pm2_5_aqi,pm10_aqi,o3_aqi,no2_aqi,so2_aqi,co_aqi,overall_aqi,overall_rating,pm2_5_rating,pm10_rating,o3_rating,no2_rating,so2_rating,co_rating
KI001,2024-04-30 14:23:31,kigali,City Center Station,-1.9501,30.0588,22,47,37,14,15,2,71.9,43.5,34.3,13.2,21.4,22.7,71.9,moderate,moderate,good,good,good,good,good
KI002,2024-04-30 21:46:18,kigali,Kicukiro Station,-1.9845,30.098,25,40,37,15,12,1,78.2,37.0,34.3,14.2,17.1,11.4,78.2,moderate,moderate,good,good,good,good,good
KI003,2024-04-30 10:35:05,kigali,Gikondo Station,-1.9739,30.0826,18,22,35,18,13,1,63.6,20.4,32.4,17.0,18.6,11.4,63.6,moderate,moderate,good,good,good,good,good
AA001,2024-05-01 14:28:40,addis_ababa,Bole Station,9.0227,38.7465,20,59,60,28,23,2,67.8,53.0,67.3,26.4,32.9,22.7,67.8,moderate,moderate,moderate,moderate,good,good,good
AA002,2024-05-01 04:07:32,addis_ababa,Merkato Station,9.0256,38.7469,37,65,78,34,30,2,104.9,55.9,125.5,32.1,42.9,22.7,125.5,unhealthy_sensitive,unhealthy_sensitive,moderate,unhealthy_sensitive,good,good,good
AA003,2024-05-01 20:48:58,addis_ababa,Piazza Station,9.033,38.7501,39,55,51,36,31,3,109.8,51.0,47.2,34.0,44.3,34.1,109.8,unhealthy_sensitive,unhealthy_sensitive,moderate,good,good,good,good
KA001,2024-05-01 02:06:28,kampala,Central Station,0.3177,32.5825,25,47,34,20,10,2,78.2,43.5,31.5,18.9,14.3,22.7,78.2,moderate,moderate,good,good,good,good,good
KA002,2024-05-01 06:16:38,kampala,Nakawa Station,0.3376,32.6251,21,42,30,15,13,2,69.8,38.9,27.8,14.2,18.6,22.7,69.8,moderate,moderate,good,good,good,good,good
KA003,2024-05-01 20:14:55,kampala,Makindye Station,0.2936,32.5851,23,44,49,13,15,1,74.0,40.7,45.4,12.3,21.4,11.4,74.0,moderate,moderate,good,good,good,good,good
NA001,2024-05-01 22:33:54,nairobi,CBD Station,-1.2921,36.8219,18,30,46,28,17,1,63.6,27.8,42.6,26.4,24.3,11.4,63.6,moderate,moderate,good,good,good,good,good
NA002,2024-05-01 02:59:58,nairobi,Industrial Area Station,-1.3074,36.8364,23,35,40,21,16,1,74.0,32.4,37.0,19.8,22.9,11.4,74.0,moderate,moderate,good,good,good,good,good
NA003,2024-05-01 05:55:21,nairobi,Westlands Station,-1.2659,36.8015,23,42,51,26,10,1,74.0,38.9,47.2,24.5,14.3,11.4,74.0,moderate,moderate,good,good,good,good,good
GA001,2024-05-01 18:35:47,gaborone,Main Mall Station,-24.6589,25.9124,76,123,111,48,43,4,161.6,84.7,206.3,45.3,59.8,45.5,206.3,very_unhealthy,unhealthy,moderate,very_unhealthy,good,moderate,good
GA002,2024-05-01 13:06:57,gaborone,Broadhurst Station,-24.6428,25.9082,71,123,113,49,47,5,159.0,84.7,208.4,46.2,64.8,56.0,208.4,very_unhealthy,unhealthy,moderate,very_unhealthy,good,moderate,moderate
GA003,2024-05-01 01:21:03,gaborone,Mogoditshane Station,-24.6279,25.8541,66,103,99,42,48,4,156.5,74.8,184.5,39.6,66.1,45.5,184.5,unhealthy,unhealthy,moderate,unhealthy,good,moderate,good
KI001,2024-05-01 19:20:16,kigali,City Center Station,-1.9501,30.0588,10,39,19,18,14,1,41.7,36.1,17.6,17.0,20.0,11.4,41.7,good,good,good,good,good,good,good
KI002,2024-05-01 21:38:41,kigali,Kicukiro Station,-1.9845,30.098,32,46,40,12,14,1,92.9,42.6,37.0,11.3,20.0,11.4,92.9,moderate,moderate,good,good,good,good,good
KI003,2024-05-01 06:32:06,kigali,Gikondo Station,-1.9739,30.0826,25,41,37,18,12,1,78.2,38.0,34.3,17.0,17.1,11.4,78.2,moderate,moderate,good,good,good,good,good
AA001,2024-05-02 14:06:51,addis_ababa,Bole Station,9.0227,38.7465,32,51,66,29,20,2,92.9,47.2,86.9,27.4,28.6,22.7,92.9,moderate,moderate,good,moderate,good,good,good
AA002,2024-05-02 04:43:22,addis_ababa,Merkato Station,9.0256,38.7469,28,50,65,25,19,1,84.5,46.3,83.7,23.6,27.1,11.4,84.5,moderate,moderate,good,moderate,good,good,good
AA003,2024-05-02 00:48:20,addis_ababa,Piazza Station,9.033,38.7501,27,46,56,32,26,2,82.4,42.6,54.3,30.2,37.1,22.7,82.4,moderate,moderate,good,moderate,good,good,good
KA001,2024-05-02 02:44:49,kampala,Central Station,0.3177,32.5825,21,41,26,12,11,2,69.8,38.0,24.1,11.3,15.7,22.7,69.8,moderate,moderate,good,good,good,good,good
KA002,2024-05-02 15:17:24,kampala,Nakawa Station,0.3376,32.6251,27,45,40,14,15,1,82.4,41.7,37.0,13.2,21.4,11.4,82.4,moderate,moderate,good,good,good,good,good
KA003,2024-05-02 02:06:35,kampala,Makindye Station,0.2936,32.5851,27,51,31,13,9,1,82.4,47.2,28.7,12.3,12.9,11.4,82.4,moderate,moderate,good,good,good,good,good
NA001,2024-05-02 09:40:01,nairobi,CBD Station,-1.2921,36.8219,21,32,42,30,19,1,69.8,29.6,38.9,28.3,27.1,11.4,69.8,moderate,moderate,good,good,good,good,good
NA002,2024-05-02 21:46:51,nairobi,Industrial Area Station,-1.3074,36.8364,28,42,49,28,18,1,84.5,38.9,45.4,26.4,25.7,11.4,84.5,moderate,moderate,good,good,good,good,good
NA003,2024-05-02 08:38:50,nairobi,Westlands Station,-1.2659,36.8015,21,55,50,30,20,1,69.8,51.0,46.3,28.3,28.6,11.4,69.8,moderate,moderate,moderate,good,good,good,good
GA001,2024-05-02 06:25:10,gaborone,Main Mall Station,-24.6589,25.9124,50,55,60,24,27,1,136.8,51.0,67.3,22.6,38.6,11.4,136.8,unhealthy_sensitive,unhealthy_sensitive,moderate,moderate,good,good,good
GA002,2024-05-02 14:01:14,gaborone,Broadhurst Station,-24.6428,25.9082,48,76,82,27,32,2,131.9,61.4,139.5,25.5,45.7,22.7,139.5,unhealthy_sensitive,unhealthy_sensitive,moderate,unhealthy_sensitive,good,good,good
GA003,2024-05-02 03:00:49,gaborone,Mogoditshane Station,-24.6279,25.8541,36,75,70,23,31,2,102.5,60.9,100.0,21.7,44.3,22.7,102.5,unhealthy_sensitive,unhealthy_sensitive,moderate,moderate,good,good,good
KI001,2024-05-02 20:50:37,kigali,City Center Station,-1.9501,30.0588,27,33,37,14,17,1,82.4,30.6,34.3,13.2,24.3,11.4,82.4,moderate,moderate,good,good,good,good,good
KI002,2024-05-02 20:11:33,kigali,Kicukiro Station,-1.9845,30.098,21,46,38,11,9,1,69.8,42.6,35.2,10.4,12.9,11.4,69.8,moderate,moderate,good,good,good,good,good
KI003,2024-05-02 15:20:30,kigali,Gikondo Station,-1.9739,30.0826,21,23,40,19,18,1,69.8,21.3,37.0,17.9,25.7,11.4,69.8,moderate,moderate,good,good,good,good,good
AA001,2024-05-03 21:23:39,addis_ababa,Bole Station,9.0227,38.7465,28,61,60,32,29,2,84.5,54.0,67.3,30.2,41.4,22.7,84.5,moderate,moderate,moderate,moderate,good,good,good
AA002,2024-05-03 23:53:10,addis_ababa,Merkato Station,9.0256,38.7469,21,58,56,31,23,3,69.8,52.5,54.3,29.2,32.9,34.1,69.8,moderate,moderate,moderate,moderate,good,good,good
AA003,2024-05-03 10:28:30,addis_ababa,Piazza Station,9.033,38.7501,26,74,66,33,18,1,80.3,60.4,86.9,31.1,25.7,11.4,86.9,moderate,moderate,moderate,moderate,good,good,good
KA001,2024-05-03 16:42:15,kampala,Central Station,0.3177,32.5825,26,54,34,17,13,2,80.3,50.0,31.5,16.0,18.6,22.7,80.3,moderate,moderate,good,good,good,good,good
KA002,2024-05-03 22:23:34,kampala,Nakawa Station,0.3376,32.6251,24,53,30,24,8,2,76.1,49.1,27.8,22.6,11.4,22.7,76.1,moderate,moderate,good,good,good,good,good
KA003,2024-05-03 21:13:33,kampala,Makindye Station,0.2936,32.5851,27,55,47,24,10,1,82.4,51.0,43.5,22.6,14.3,11.4,82.4,moderate,moderate,moderate,good,good,good,good
NA001,2024-05-03 15:51:00,nairobi,CBD Station,-1.2921,36.8219,24,49,43,21,17,2,76.1,45.4,39.8,19.8,24.3,22.7,76.1,moderate,moderate,good,good,good,good,good
NA002,2024-05-03 07:26:35,nairobi,Industrial Area Station,-1.3074,36.8364,19,30,39,32,17,1,65.7,27.8,36.1,30.2,24.3,11.4,65.7,moderate,moderate,good,good,good,good,good
NA003,2024-05-03 17:13:55,nairobi,Westlands Station,-1.2659,36.8015,25,26,43,19,11,1,78.2,24.1,39.8,17.9,15.7,11.4,78.2,moderate,moderate,good,good,good,good,good
GA001,2024-05-03 04:21:27,gaborone,Main Mall Station,-24.6589,25.9124,43,73,55,21,27,2,119.6,59.9,51.0,19.8,38.6,22.7,119.6,unhealthy_sensitive,unhealthy_sensitive,moderate,moderate,good,good,good
GA002,2024-05-03 05:15:34,gaborone,Broadhurst Station,-24.6428,25.9082,39,69,58,24,23,2,109.8,57.9,60.8,22.6,32.9,22.7,109.8,unhealthy_sensitive,unhealthy_sensitive,moderate,moderate,good,good,good
GA003,2024-05-03 16:24:08,gaborone,Mogoditshane Station,-24.6279,25.8541,48,80,70,26,37,2,131.9,63.4,100.0,24.5,52.3,22.7,131.9,unhealthy_sensitive,unhealthy_sensitive,moderate,moderate,good,moderate,good
KI001,2024-05-03 14:31:27,kigali,City Center Station,-1.9501,30.0588,40,40,42,19,9,1,112.3,37.0,38.9,17.9,12.9,11.4,112.3,unhealthy_sensitive,unhealthy_sensitive,good,good,good,good,good
KI002,2024-05-03 03:06:32,kigali,Kicukiro Station,-1.9845,30.098,26,47,38,17,14,1,80.3,43.5,35.2,16.0,20.0,11.4,80.3,moderate,moderate,good,good,good,good,good
KI003,2024-05-03 20:20:57,kigali,Gikondo Station,-1.9739,30.0826,24,34,34,25,10,1,76.1,31.5,31.5,23.6,14.3,11.4,76.1,moderate,moderate,good,good,good,good,good
AA001,2024-05-04 13:28:24,addis_ababa,Bole Station,9.0227,38.7465,24,41,42,28,21,1,76.1,38.0,38.9,26.4,30.0,11.4,76.1,moderate,moderate,good,good,good,good,good
AA002,2024-05-04 14:13:50,addis_ababa,Merkato Station,9.0256,38.7469,17,56,40,30,21,2,61.5,51.5,37.0,28.3,30.0,22.7,61.5,moderate,moderate,moderate,good,good,good,good
AA003,2024-05-04 15:17:18,addis_ababa,Piazza Station,9.033,38.7501,19,65,45,29,19,5,65.7,55.9,41.7,27.4,27.1,56.0,65.7,moderate,moderate,moderate,good,good,good,moderate
KA001,2024-05-04 16:42:29,kampala,Central Station,0.3177,32.5825,29,29,29,14,12,1,86.6,26.9,26.9,13.2,17.1,11.4,86.6,moderate,moderate,good,good,good,good,good
KA002,2024-05-04 23:28:49,kampala,Nakawa Station,0.3376,32.6251,25,47,30,14,6,1,78.2,43.5,27.8,13.2,8.6,11.4,78.2,moderate,moderate,good,good,good,good,good
KA003,2024-05-04 20:59:37,kampala,Makindye Station,0.2936,32.5851,27,29,26,10,14,1,82.4,26.9,24.1,9.4,20.0,11.4,82.4,moderate,moderate,good,good,good,good,good
NA001,2024-05-04 10:36:13,nairobi,CBD Station,-1.2921,36.8219,18,28,43,24,14,1,63.6,25.9,39.8,22.6,20.0,11.4,63.6,moderate,moderate,good,good,good,good,good
NA002,2024-05-04 15:14:28,nairobi,Industrial Area Station,-1.3074,36.8364,5,31,36,22,14,1,20.8,28.7,33.3,20.8,20.0,11.4,33.3,good,good,good,good,good,good,good
NA003,2024-05-04 06:26:18,nairobi,Westlands Station,-1.2659,36.8015,20,31,47,21,12,1,67.8,28.7,43.5,19.8,17.1,11.4,67.8,moderate,moderate,good,good,good,good,good
GA001,2024-05-04 13:12:04,gaborone,Main Mall Station,-24.6589,25.9124,47,76,54,24,22,3,129.4,61.4,50.0,22.6,31.4,34.1,129.4,unhealthy_sensitive,unhealthy_sensitive,moderate,good,good,good,good
GA002,2024-05-04 14:28:24,gaborone,Broadhurst Station,-24.6428,25.9082,37,82,77,28,34,3,104.9,64.4,122.0,26.4,48.6,34.1,122.0,unhealthy_sensitive,unhealthy_sensitive,moderate,unhealthy_sensitive,good,good,good
GA003,2024-05-04 01:17:14,gaborone,Mogoditshane Station,-24.6279,25.8541,37,64,67,25,27,2,104.9,55.5,90.2,23.6,38.6,22.7,104.9,unhealthy_sensitive,unhealthy_sensitive,moderate,moderate,good,good,good
KI001,2024-05-04 13:58:35,kigali,City Center Station,-1.9501,30.0588,24,38,36,20,12,1,76.1,35.2,33.3,18.9,17.1,11.4,76.1,moderate,moderate,good,good,good,good,good
KI002,2024-05-04 10:49:06,kigali,Kicukiro Station,-1.9845,30.098,22,38,24,15,14,2,71.9,35.2,22.2,14.2,20.0,22.7,71.9,moderate,moderate,good,good,good,good,good
KI003,2024-05-04 02:39:26,kigali,Gikondo Station,-1.9739,30.0826,19,27,37,8,12,1,65.7,25.0,34.3,7.5,17.1,11.4,65.7,moderate,moderate,good,good,good,good,good
AA001,2024-05-05 03:51:00,addis_ababa,Bole Station,9.0227,38.7465,25,44,48,23,17,1,78.2,40.7,44.4,21.7,24.3,11.4,78.2,moderate,moderate,good,good,good,good,good
AA002,2024-05-05 05:58:43,addis_ababa,Merkato Station,9.0256,38.7469,35,36,47,31,20,1,99.2,33.3,43.5,29.2,28.6,11.4,99.2,moderate,moderate,good,good,good,good,good
AA003,2024-05-05 03:56:51,addis_ababa,Piazza Station,9.033,38.7501,26,61,54,29,22,3,80.3,54.0,50.0,27.4,31.4,34.1,80.3,moderate,moderate,moderate,good,good,good,good
KA001,2024-05-05 00:48:11,kampala,Central Station,0.3177,32.5825,19,40,40,12,11,1,65.7,37.0,37.0,11.3,15.7,11.4,65.7,moderate,moderate,good,good,good,good,good
KA002,2024-05-05 02:38:07,kampala,Nakawa Station,0.3376,32.6251,26,31,21,17,7,1,80.3,28.7,19.4,16.0,10.0,11.4,80.3,moderate,moderate,good,good,good,good,good
KA003,2024-05-05 14:51:33,kampala,Makindye Station,0.2936,32.5851,27,45,33,13,12,2,82.4,41.7,30.6,12.3,17.1,22.7,82.4,moderate,moderate,good,good,good,good,good
NA001,2024-05-05 20:16:21,nairobi,CBD Station,-1.2921,36.8219,25,31,51,27,15,1,78.2,28.7,47.2,25.5,21.4,11.4,78.2,moderate,moderate,good,good,good,good,good
NA002,2024-05-05 22:16:05,nairobi,Industrial Area Station,-1.3074,36.8364,16,32,40,23,12,1,59.4,29.6,37.0,21.7,17.1,11.4,59.4,moderate,moderate,good,good,good,good,good
NA003,2024-05-05 23:40:22,nairobi,Westlands Station,-1.2659,36.8015,11,35,33,21,11,1,45.8,32.4,30.6,19.8,15.7,11.4,45.8,good,good,good,good,good,good,good
GA001,2024-05-05 18:31:53,gaborone,Main Mall Station,-24.6589,25.9124,35,78,60,22,34,1,99.2,62.4,67.3,20.8,48.6,11.4,99.2,moderate,moderate,moderate,moderate,good,good,good
GA002,2024-05-05 01:27:31,gaborone,Broadhurst Station,-24.6428,25.9082,37,60,59,20,24,1,104.9,53.5,64.1,18.9,34.3,11.4,104.9,unhealthy_sensitive,unhealthy_sensitive,moderate,moderate,good,good,good
GA003,2024-05-05 08:21:39,gaborone,Mogoditshane Station,-24.6279,25.8541,37,83,57,22,30,2,104.9,64.9,57.5,20.8,42.9,22.7,104.9,unhealthy_sensitive,unhealthy_sensitive,moderate,moderate,good,good,good
KI001,2024-05-05 18:15:17,kigali,City Center Station,-1.9501,30.0588,24,49,42,12,10,2,76.1,45.4,38.9,11.3,14.3,22.7,76.1,moderate,moderate,good,good,good,good,good
KI002,2024-05-05 21:18:55,kigali,Kicukiro Station,-1.9845,30.098,27,28,26,14,17,1,82.4,25.9,24.1,13.2,24.3,11.4,82.4,moderate,moderate,good,good,good,good,good
KI003,2024-05-05 00:36:52,kigali,Gikondo Station,-1.9739,30.0826,16,39,43,13,18,1,59.4,36.1,39.8,12.3,25.7,11.4,59.4,moderate,moderate,good,good,good,good,good
AA001,2024-05-06 13:54:34,addis_ababa,Bole Station,9.0227,38.7465,22,53,60,22,24,1,71.9,49.1,67.3,20.8,34.3,11.4,71.9,moderate,moderate,good,moderate,good,good,good
AA002,2024-05-06 01:25:56,addis_ababa,Merkato Station,9.0256,38.7469,33,56,54,29,27,1,95.0,51.5,50.0,27.4,38.6,11.4,95.0,moderate,moderate,moderate,good,good,good,good
AA003,2024-05-06 14:55:34,addis_ababa,Piazza Station,9.033,38.7501,30,76,71,33,32,3,88.7,61.4,101.0,31.1,45.7,34.1,101.0,unhealthy_sensitive,moderate,moderate,unhealthy_sensitive,good,good,good
KA001,2024-05-06 16:54:07,kampala,Central Station,0.3177,32.5825,15,47,36,22,17,3,57.3,43.5,33.3,20.8,24.3,34.1,57.3,moderate,moderate,good,good,good,good,good
KA002,2024-05-06 22:38:54,kampala,Nakawa Station,0.3376,32.6251,25,44,32,21,11,1,78.2,40.7,29.6,19.8,15.7,11.4,78.2,moderate,moderate,good,good,good,good,good
KA003,2024-05-06 18:33:44,kampala,Makindye Station,0.2936,32.5851,32,50,38,15,13,1,92.9,46.3,35.2,14.2,18.6,11.4,92.9,moderate,moderate,good,good,good,good,good
NA001,2024-05-06 17:41:47,nairobi,CBD Station,-1.2921,36.8219,20,21,35,21,21,1,67.8,19.4,32.4,19.8,30.0,11.4,67.8,moderate,moderate,good,good,good,good,good
NA002,2024-05-06 01:56:42,nairobi,Industrial Area Station,-1.3074,36.8364,20,38,41,31,15,1,67.8,35.2,38.0,29.2,21.4,11.4,67.8,moderate,moderate,good,good,good,good,good
NA003,2024-05-06 14:02:01,nairobi,Westlands Station,-1.2659,36.8015,25,37,43,24,15,1,78.2,34.3,39.8,22.6,21.4,11.4,78.2,moderate,moderate,good,good,good,good,good
GA001,2024-05-06 23:12:56,gaborone,Main Mall Station,-24.6589,25.9124,45,74,65,28,27,1,124.5,60.4,83.7,26.4,38.6,11.4,124.5,unhealthy_sensitive,unhealthy_sensitive,moderate,moderate,good,good,good
GA002,2024-05-06 01:55:49,gaborone,Broadhurst Station,-24.6428,25.9082,47,93,72,27,31,1,129.4,69.8,104.5,25.5,44.3,11.4,129.4,unhealthy_sensitive,unhealthy_sensitive,moderate,unhealthy_sensitive,good,good,good
GA003,2024-05-06 14:18:59,gaborone,Mogoditshane Station,-24.6279,25.8541,52,88,66,29,34,2,141.7,67.3,86.9,27.4,48.6,22.7,141.7,unhealthy_sensitive,unhealthy_sensitive,moderate,moderate,good,good,good
KI001,2024-05-06 19:26:52,kigali,City Center Station,-1.9501,30.0588,19,29,31,18,11,2,65.7,26.9,28.7,17.0,15.7,22.7,65.7,moderate,moderate,good,good,good,good,good
KI002,2024-05-06 21:53:18,kigali,Kicukiro Station,-1.9845,30.098,24,47,37,19,8,1,76.1,43.5,34.3,17.9,11.4,11.4,76.1,moderate,moderate,good,good,good,good,good
KI003,2024-05-06 10:19:53,kigali,Gikondo Station,-1.9739,30.0826,15,34,35,15,8,1,57.3,31.5,32.4,14.2,11.4,11.4,57.3,moderate,moderate,good,good,good,good,good
AA001,2024-05-07 06:07:52,addis_ababa,Bole Station,9.0227,38.7465,28,57,63,29,23,2,84.5,52.0,77.1,27.4,32.9,22.7,84.5,moderate,moderate,moderate,moderate,good,good,good
AA002,2024-05-07 19:55:40,addis_ababa,Merkato Station,9.0256,38.7469,27,62,50,33,21,3,82.4,54.5,46.3,31.1,30.0,34.1,82.4,moderate,moderate,moderate,good,good,good,good
AA003,2024-05-07 10:30:54,addis_ababa,Piazza Station,9.033,38.7501,29,62,61,23,25,3,86.6,54.5,70.6,21.7,35.7,34.1,86.6,moderate,moderate,moderate,moderate,good,good,good
KA001,2024-05-07 12:41:09,kampala,Central Station,0.3177,32.5825,15,49,20,14,15,1,57.3,45.4,18.5,13.2,21.4,11.4,57.3,moderate,moderate,good,good,good,good,good
KA002,2024-05-07 00:26:59,kampala,Nakawa Station,0.3376,32.6251,29,53,21,15,15,1,86.6,49.1,19.4,14.2,21.4,11.4,86.6,moderate,moderate,good,good,good,good,good
KA003,2024-05-07 19:23:54,kampala,Makindye Station,0.2936,32.5851,25,34,40,21,14,2,78.2,31.5,37.0,19.8,20.0,22.7,78.2,moderate,moderate,good,good,good,good,good
NA001,2024-05-07 06:16:11,nairobi,CBD Station,-1.2921,36.8219,11,33,48,28,15,2,45.8,30.6,44.4,26.4,21.4,22.7,45.8,good,good,good,good,good,good,good
NA002,2024-05-07 16:30:30,nairobi,Industrial Area Station,-1.3074,36.8364,20,19,39,26,18,1,67.8,17.6,36.1,24.5,25.7,11.4,67.8,moderate,moderate,good,good,good,good,good
NA003,2024-05-07 03:08:45,nairobi,Westlands Station,-1.2659,36.8015,12,48,53,25,11,1,50.0,44.4,49.1,23.6,15.7,11.4,50.0,good,good,good,good,good,good,good
GA001,2024-05-07 02:26:43,gaborone,Main Mall Station,-24.6589,25.9124,47,66,65,32,30,3,129.4,56.4,83.7,30.2,42.9,34.1,129.4,unhealthy_sensitive,unhealthy_sensitive,moderate,moderate,good,good,good
GA002,2024-05-07 19:52:05,gaborone,Broadhurst Station,-24.6428,25.9082,41,61,57,32,25,2,114.7,54.0,57.5,30.2,35.7,22.7,114.7,unhealthy_sensitive,unhealthy_sensitive,moderate,moderate,good,good,good
GA003,2024-05-07 04:01:08,gaborone,Mogoditshane Station,-24.6279,25.8541,40,69,60,34,31,1,112.3,57.9,67.3,32.1,44.3,11.4,112.3,unhealthy_sensitive,unhealthy_sensitive,moderate,moderate,good,good,good
KI001,2024-05-07 20:57:17,kigali,City Center Station,-1.9501,30.0588,21,38,28,13,16,1,69.8,35.2,25.9,12.3,22.9,11.4,69.8,moderate,moderate,good,good,good,good,good
KI002,2024-05-07 09:24:09,kigali,Kicukiro Station,-1.9845,30.098,33,46,35,12,11,1,95.0,42.6,32.4,11.3,15.7,11.4,95.0,moderate,moderate,good,good,good,good,good
KI003,2024-05-07 13:19:23,kigali,Gikondo Station,-1.9739,30.0826,27,42,38,7,11,2,82.4,38.9,35.2,6.6,15.7,22.7,82.4,moderate,moderate,good,good,good,good,good
AA001,2024-05-08 16:46:07,addis_ababa,Bole Station,9.0227,38.7465,29,47,57,34,22,3,86.6,43.5,57.5,32.1,31.4,34.1,86.6,moderate,moderate,good,moderate,good,good,good
AA002,2024-05-08 13:44:35,addis_ababa,Merkato Station,9.0256,38.7469,34,47,57,29,22,3,97.1,43.5,57.5,27.4,31.4,34.1,97.1,moderate,moderate,good,moderate,good,good,good
AA003,2024-05-08 11:41:11,addis_ababa,Piazza Station,9.033,38.7501,24,59,53,33,28,2,76.1,53.0,49.1,31.1,40.0,22.7,76.1,moderate,moderate,moderate,good,good,good,good
KA001,2024-05-08 19:57:03,kampala,Central Station,0.3177,32.5825,23,43,33,20,16,1,74.0,39.8,30.6,18.9,22.9,11.4,74.0,moderate,moderate,good,good,good,good,good
KA002,2024-05-08 13:35:10,kampala,Nakawa Station,0.3376,32.6251,24,39,42,13,15,1,76.1,36.1,38.9,12.3,21.4,11.4,76.1,moderate,moderate,good,good,good,good,good
KA003,2024-05-08 17:28:52,kampala,Makindye Station,0.2936,32.5851,26,57,41,16,9,2,80.3,52.0,38.0,15.1,12.9,22.7,80.3,moderate,moderate,moderate,good,good,good,good
NA001,2024-05-08 05:32:27,nairobi,CBD Station,-1.2921,36.8219,19,33,47,32,16,1,65.7,30.6,43.5,30.2,22.9,11.4,65.7,moderate,moderate,good,good,good,good,good
NA002,2024-05-08 07:04:22,nairobi,Industrial Area Station,-1.3074,36.8364,20,40,47,25,17,1,67.8,37.0,43.5,23.6,24.3,11.4,67.8,moderate,moderate,good,good,good,good,good
NA003,2024-05-08 11:59:20,nairobi,Westlands Station,-1.2659,36.8015,17,41,36,27,17,1,61.5,38.0,33.3,25.5,24.3,11.4,61.5,moderate,moderate,good,good,good,good,good
GA001,2024-05-08 19:09:08,gaborone,Main Mall Station,-24.6589,25.9124,49,84,75,25,35,2,134.3,65.4,115.0,23.6,50.0,22.7,134.3,unhealthy_sensitive,unhealthy_sensitive,moderate,unhealthy_sensitive,good,good,good
GA002,2024-05-08 21:43:40,gaborone,Broadhurst Station,-24.6428,25.9082,43,68,78,24,27,2,119.6,57.4,125.5,22.6,38.6,22.7,125.5,unhealthy_sensitive,unhealthy_sensitive,moderate,unhealthy_sensitive,good,good,good
GA003,2024-05-08 18:42:18,gaborone,Mogoditshane Station,-24.6279,25.8541,26,82,66,23,29,2,80.3,64.4,86.9,21.7,41.4,22.7,86.9,moderate,moderate,moderate,moderate,good,good,good
KI001,2024-05-08 20:49:35,kigali,City Center Station,-1.9501,30.0588,27,39,37,17,14,1,82.4,36.1,34.3,16.0,20.0,11.4,82.4,moderate,moderate,good,good,good,good,good
KI002,2024-05-08 21:00:16,kigali,Kicukiro Station,-1.9845,30.098,31,32,33,12,11,1,90.8,29.6,30.6,11.3,15.7,11.4,90.8,moderate,moderate,good,good,good,good,good
KI003,2024-05-08 11:01:49,kigali,Gikondo Station,-1.9739,30.0826,28,40,38,18,17,1,84.5,37.0,35.2,17.0,24.3,11.4,84.5,moderate,moderate,good,good,good,good,good
AA001,2024-05-09 11:40:58,addis_ababa,Bole Station,9.0227,38.7465,40,51,67,33,29,4,112.3,47.2,90.2,31.1,41.4,45.5,112.3,unhealthy_sensitive,unhealthy_sensitive,good,moderate,good,good,good
AA002,2024-05-09 08:35:01,addis_ababa,Merkato Station,9.0256,38.7469,25,52,55,38,28,2,78.2,48.1,51.0,35.8,40.0,22.7,78.2,moderate,moderate,good,moderate,good,good,good
AA003,2024-05-09 23:26:09,addis_ababa,Piazza Station,9.033,38.7501,41,57,54,34,22,2,114.7,52.0,50.0,32.1,31.4,22.7,114.7,unhealthy_sensitive,unhealthy_sensitive,moderate,good,good,good,good
KA001,2024-05-09 15:28:54,kampala,Central Station,0.3177,32.5825,32,38,35,13,13,1,92.9,35.2,32.4,12.3,18.6,11.4,92.9,moderate,moderate,good,good,good,good,good
KA002,2024-05-09 02:23:47,kampala,Nakawa Station,0.3376,32.6251,28,42,34,16,10,2,84.5,38.9,31.5,15.1,14.3,22.7,84.5,moderate,moderate,good,good,good,good,good
KA003,2024-05-09 08:12:35,kampala,Makindye Station,0.2936,32.5851,19,38,29,21,11,2,65.7,35.2,26.9,19.8,15.7,22.7,65.7,moderate,moderate,good,good,good,good,good
NA001,2024-05-09 12:16:39,nairobi,CBD Station,-1.2921,36.8219,17,10,44,29,12,2,61.5,9.3,40.7,27.4,17.1,22.7,61.5,moderate,moderate,good,good,good,good,good
NA002,2024-05-09 17:26:12,nairobi,Industrial Area Station,-1.3074,36.8364,17,38,38,26,15,1,61.5,35.2,35.2,24.5,21.4,11.4,61.5,moderate,moderate,good,good,good,good,good
NA003,2024-05-09 06:14:53,nairobi,Westlands Station,-1.2659,36.8015,18,35,35,20,16,1,63.6,32.4,32.4,18.9,22.9,11.4,63.6,moderate,moderate,good,good,good,good,good
GA001,2024-05-09 14:49:48,gaborone,Main Mall Station,-24.6589,25.9124,49,71,72,30,29,2,134.3,58.9,104.5,28.3,41.4,22.7,134.3,unhealthy_sensitive,unhealthy_sensitive,moderate,unhealthy_sensitive,good,good,good
GA002,2024-05-09 15:58:13,gaborone,Broadhurst Station,-24.6428,25.9082,46,67,71,29,38,2,127.0,56.9,101.0,27.4,53.5,22.7,127.0,unhealthy_sensitive,unhealthy_sensitive,moderate,unhealthy_sensitive,good,moderate,good
